event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR136757,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Idleb,Nayrab,35.8692,36.7183,2,"Liveuamap; North Press Agency; SHAAM; SOHR; Syria TV","Local partner-New media","On 23 November 2024, regime fighters shelled the Nayrab axis in rural Idleb with artillery, causing material damage without causing any casualties.",0,,1759187405
SYR136765,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,Afes,35.9064,36.8045,1,"Liveuamap; North Press Agency; SHAAM; SOHR; Syria TV","Local partner-New media","On 23 November 2024, regime fighters shelled Afes in rural Idleb with artillery and rockets, causing material damage without causing any casualties.",0,,1759187405
SYR136769,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Fath Al Mubeen Operation Room",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,Dadikh,35.8020,36.7336,1,"North Press Agency; SHAAM",Other-National,"On 23 November 2024, Al Fath Al Mubeen fighters shelled regime-affiliated headquarters in Dadikh in rural Idleb with artillery. Casualties unknown.",0,Insurgency,1753971425
SYR136775,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,"Kafr Battikh",35.7819,36.7255,1,SHAAM,National,"On 23 November 2024, opposition rebels shelled regime-affiliated headquarters in Kafr Battikh in rural Idleb with artillery. Casualties unknown.",0,Insurgency,1753971425
SYR136787,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,San,35.8414,36.7353,1,"North Press Agency; SHAAM; Syria TV",Other-National,"On 23 November 2024, regime-affiliated suicide drones targeted San in rural Idleb in conjunction with regime fighters shelling the outskirts of San with artillery. Casualties unknown.",0,,1759187405
SYR136799,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Sarmin,"Maaret Alia",35.8856,36.7538,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, regime fighters shelled Maaret Alia in rural Idleb with artillery and rockets. Casualties unknown.",0,,1759187405
SYR136801,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,"Military Forces of Turkey (2016-)",,8,18,,760,"Middle East",Syria,Idleb,Idleb,Sarmin,Mejazir,35.8994,36.7694,1,SOHR,Other,"On 23 November 2024, regime fighters shelled a Turkish position in Mejazir village in rural Idleb with artillery, injuring a Syrian member who works with Turkish fighters to protect Turkish positions. There were no fatalities.",0,"Foreign military engagement",1759187405
SYR136802,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,"Civilians (Syria)",,7,17,"Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,Sarmin,Sarmin,35.9037,36.7238,1,"North Press Agency; SOHR; Syria TV",Other-National,"On 23 November 2024, regime fighters shelled Sarmin in rural Idleb with artillery, injuring several civilians including children. There were no fatalities.",0,Repression,1759187405
SYR136807,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Teftnaz,"Maaret Al Naasan",36.0351,36.8376,1,"North Press Agency; SHAAM; SOHR",Other-National,"On 23 November 2024, regime-affiliated FPV suicide drones targeted Maaret Al Naasan in rural Idleb in conjunction with regime fighters shelling Maaret Al Naasan and its vicinity with artillery and rockets, causing material damage without causing any casualties.",0,,1759187405
SYR136811,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Teftnaz,Teftnaz,35.9977,36.7833,1,"SHAAM; SOHR",Other-National,"On 23 November 2024, regime fighters shelled Teftnaz in rural Idleb with artillery and rockets. Casualties unknown.",0,,1782855118
ISR44721,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,"Shraga Barracks",32.9630,35.0918,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted and directly hit the Shraga Barracks (Akko, HaZafon) with a squadron of suicide drones and a missile salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1782162467
ISR44939,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Kiryat Shmona",33.2073,35.5720,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted Kiryat Shmona (Zefat, HaZafon) with a rocket salvo at least twice throughout the day. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1736845146
ISR44940,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Akko,Elon,Hanita,33.0875,35.1736,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted a gathering of IDF forces in Hanita (Akko, HaZafon) with a rocket salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1736845146
ISR44942,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Dishon,33.0814,35.5174,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted Dishon (Zefat, HaZafon) with a rocket salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1762291738
ISR44944,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Baram,33.0592,35.4338,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted a gathering of IDF forces in Baram (Zefat, HaZafon) with a missile salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1736845146
ISR44945,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Malkiyya,33.0983,35.5108,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted a gathering of IDF forces in Malkiyya (Zefat, HaZafon) with a missile salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1736845146
ISR44946,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Menara,33.1969,35.5439,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted a gathering of IDF forces in Menara (Zefat, HaZafon) with a missile salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1736845146
ISR44948,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Ayelet HaShahar",33.0222,35.5772,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted Ayelet HaShahar (Zefat, HaZafon) with a rocket salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1736845146
LBN30720,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,"Civilians (Lebanon)",,7,78,"Civilian targeting",422,"Middle East",Lebanon,Bekaa,Zahle,,Rayak,33.8508,36.0116,1,"El Nashra; L'Orient Le Jour; Liveuamap; National News Agency Lebanon","Local partner-New media","On 23 November 2024, Israeli warplanes carried out an airstrike in Rayak (Zahle, Bekaa). An individual was killed and two others were injured in the attack. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",1,"Foreign military engagement",1753954662
SYR138315,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Lattakia,Lattakia,Rabeea,Nawwara-Klz,35.8530,36.0785,2,"North Press Agency",Other,"On 23 November 2024, regime-affiliated suicide drones targeted the vicinity of Nawwara-Klz (Klz) in rural Lattakia. Casualties unknown.",0,,1759187423
SYR138316,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,Saraqab,35.8611,36.8061,1,"North Press Agency",Other,"On 23 November 2024, regime fighters shelled Saraqab in rural Idleb with artillery. Casualties unknown.",0,,1736845941
SYR136609,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","QSD: Syrian Democratic Forces",,2,"Civilians (Syria)",,7,27,"Civilian targeting",760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Tell Abiad","Tell Abiad",36.6978,38.9548,2,"Alkhabour; Rasd Network; SHAAM; The Euphrates Post",National,"On 23 November 2024, QSD fighters shelled al Jarakh village west of Tell Abiad in rural Ar Raqqa with mortars, killing a twelve-year-old female child. 1 fatality.",1,Insurgency,1754411286
SYR136666,2024-11-23,2024,1,"Political violence",Battles,"Armed clash","QSD: Syrian Democratic Forces",,2,"Unidentified Armed Group (Syria)",,3,23,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Kisreh,"Sabah al Khayr",36.0719,39.8081,2,"SHAAM; SNHR","Local partner-Other","On 23 November 2024, QSD fighters clashed with an abduction gang in the Sabah al Khayr area in rural Deir ez Zor, killing three including two gang members and a truck driver who was abducted by the gang and injuring a third individual. 3 fatalities.",3,"Insurgency; Terrorist activity",1759187405
SYR136378,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State in Iraq and the Levant (ISIL)",,2,"QSD: Syrian Democratic Forces",,2,22,,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh",Markada,Al-Shamsani,35.8634,40.8846,1,"Al Naba; SOHR",Other-International,"On 23 November 2024, ISIL members detonated a QSD oil pipeline in Al-Shamsani village in rural Al Hasakeh, causing material damage.",0,Insurgency,1759187405
SYR136632,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","Military Forces of the United States (2021-2025)",8,"Military Forces of Syria (2000-2024)","Militia (Pro-Iran)",1,18,,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal",Jalaa,Muaayzilah,34.6177,40.4523,1,"SY24; Syria TV",National,"On 23 November 2024, suspected US warplanes operating under the Global Coalition targeted military posts held by Syrian regime forces and pro-Iran militias in Muaayzilah and Salhiyeh in rural Deir ez Zor, killing three regime fighters and injuring two others. 3 fatalities split as follows: 2 Muaayzilah and 1 Al Salhiyeh. 2 fatalities coded.",2,"Foreign military engagement",1753970732
SYR136635,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","Military Forces of the United States (2021-2025)",8,"Military Forces of Syria (2000-2024)","Militia (Pro-Iran)",1,18,,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal",Jalaa,Salhiyeh,34.7210,40.7550,1,"Liveuamap; SOHR; SY24; Syria TV; The Euphrates Post; Twitter","Local partner-New media","On 23 November 2024, suspected US warplanes operating under the Global Coalition targeted military posts held by Syrian regime forces and pro-Iran militias in Muaayzilah and Salhiyeh in rural Deir ez Zor, killing three regime fighters and injuring two others. 3 fatalities split as follows: 2 Muaayzilah and 1 Al Salhiyeh. 1 fatality coded.",1,"Foreign military engagement",1753970732
ISR43982,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,1,Haaretz,National,"On 23 November 2024, Hezbollah forces in Lebanon fired five rockets that crossed into Israeli territory and hit open areas in Metulla (Zefat, HaZafon). The rockets damaged a number of houses.",0,,1740447561
ISR44941,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Avivim,33.0889,35.4723,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted Avivim (Zefat, HaZafon) with a rocket salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1740447561
ISR44947,2024-11-23,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Meron,32.9878,35.4409,1,"Hezbollah War Media","New media","On 23 November 2024, Hezbollah forces in Lebanon claimed to have targeted Meron (Zefat, HaZafon) with a missile salvo. No Israeli sources confirmed the attempted attack or any direct hits. Casualties unknown.",0,,1762291738
SYR136657,2024-11-23,2024,2,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,3,"QSD: Syrian Democratic Forces",,2,23,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor","Deir ez Zor","Al-Asbah farms",35.4157,40.2836,1,"Alkhabour; Syria TV",National,"Around 23 November 2024 (week of), a landmine previously planted by unidentified gunmen in Al-Asbah farms in rural Deir ez Zor detonated, killing one QSD fighter. 1 fatality.",1,"Insurgency; Terrorist activity",1759187405
